TransactionID,Date,BranchID,CustomerID,ProductID,Quantity,UnitPrice,DiscountPercent,PaymentMethod,IsReturned
T01108,2023-12-03,B004,C0579,P003,8,3510.43,20,POS,0
T01109,2024-07-17,B001,C0725,P046,6,3472.28,0,POS,0
T01110,2023-02-19,B001,C0805,P019,4,1686.53,0,Cash,0
T01111,2023-05-02,B001,C0569,P023,3,1904.97,0,POS,0
T01112,2024-12-18,B003,C0132,P005,5,5061.89,0,Cash,0
T01113,2024-12-26,B005,C0357,P035,6,2458.92,0,POS,0
T01114,2023-12-10,B001,C0741,P025,2,3001.7,20,Card,0
T01115,2024-10-21,B001,C0815,P037,7,6315.84,0,Cash,1
T01116,2024-03-25,B004,C0539,P003,4,3510.43,0,Transfer,0
T01117,2023-08-12,B006,C0397,P037,5,6315.84,0,Transfer,0
T01118,2024-02-07,B004,C0939,P025,3,3001.7,0,Cash,0
T01119,2023-01-12,B001,C1011,P014,7,7065.75,0,POS,0
T01120,2023-04-19,B004,C1101,P017,3,3768.61,0,POS,0
T01121,2023-06-03,B002,C0454,P020,6,5897.54,0,Cash,1
T01122,2024-08-08,B001,C0864,P054,1,1617.82,0,Cash,0
T01123,2024-07-23,B004,C1046,P017,4,3768.61,5,Cash,0
T01124,2023-05-20,B005,C0014,P019,6,1686.53,0,Card,0
T01125,2024-07-30,B005,C1113,P029,6,1994.98,0,POS,1
T01126,2024-08-30,B004,C0639,P011,7,6148.13,10,Card,0
T01127,2023-01-09,B006,C0290,P030,6,4633.39,0,POS,1
T01128,2024-04-19,B001,C0259,P001,8,3761.86,15,POS,0
T01129,2023-01-07,B002,C0388,P028,3,795.05,10,Cash,0
T01130,2023-05-08,B005,C1174,P059,8,3124.65,0,Transfer,0
T01131,2023-04-25,B005,C0895,P014,6,7065.75,0,Cash,0
T01132,2024-08-05,B006,C0950,P045,8,715.92,5,Card,0
T01133,2023-02-21,B003,C0485,P031,4,1094.3,20,POS,0
T01134,2023-06-26,B005,C0566,P022,5,1729.53,0,Cash,0
T01135,2024-05-03,B002,C0003,P004,3,1904.03,0,Transfer,0
T01136,2023-08-23,B002,C0319,P004,5,1904.03,15,Card,0
T01137,2023-05-15,B006,C1075,P048,2,3348.29,15,POS,0
T01138,2024-10-04,B006,C0027,P009,1,1122.17,0,Cash,0
T01139,2023-06-02,B002,C0269,P009,8,1122.17,0,POS,0
T01140,2024-01-17,B006,C0398,P003,3,3510.43,0,Card,0
T01141,2023-09-17,B004,C0404,P001,1,3761.86,0,POS,0
T01142,2024-04-15,B003,C0815,P058,2,6661.09,0,POS,0
T01143,2023-01-24,B006,C0332,P039,2,5318.82,0,Cash,0
T01144,2024-09-14,B001,C0326,P038,4,869.92,5,Transfer,0
T01145,2024-07-08,B003,C0137,P040,7,1208.6,0,POS,0
T01146,2023-07-27,B001,C0860,P032,1,6891.12,0,Transfer,0
T01147,2024-03-03,B004,C0944,P049,1,3948.07,0,Card,0
T01148,2024-06-08,B004,C0742,P024,1,2082.58,0,Transfer,0
T01149,2023-11-04,B006,C0075,P029,7,1994.98,0,POS,0
T01150,2023-07-13,B006,C0461,P037,7,6315.84,0,Transfer,0
T01151,2024-04-09,B002,C0266,P055,3,1536.44,0,Card,0
T01152,2023-10-30,B002,C0524,P014,7,7065.75,0,Transfer,0
T01153,2023-11-25,B003,C0310,P007,1,4480.14,0,Card,0
T01154,2024-12-09,B001,C0835,P010,4,5689.49,0,Cash,0
T01155,2024-01-25,B003,C0452,P013,6,1415.33,0,POS,0
T01156,2023-10-16,B004,C0383,P057,6,4455.9,0,Transfer,0
T01157,2023-09-24,B002,C0072,P052,4,3233.56,15,Card,0
T01158,2023-10-01,B003,C0957,P050,7,3573.74,0,Transfer,0
T01159,2024-02-16,B005,C0550,P047,6,2033.85,0,Transfer,0
T01160,2024-07-31,B004,C0555,P026,7,3683.28,0,Card,0
T01161,2023-08-02,B003,C0260,P006,3,2976.68,0,Transfer,1
T01162,2023-01-09,B005,C0681,P060,5,1240.2,0,Transfer,0
T01163,2023-05-27,B003,C0761,P037,7,6315.84,0,Card,0
T01164,2023-09-03,B001,C0929,P056,5,5881.78,15,Cash,0
T01165,2023-10-20,B001,C0543,P042,4,6521.08,0,POS,0
T01166,2023-11-05,B003,C0633,P014,1,7065.75,0,Card,0
T01167,2023-08-20,B001,C0038,P002,2,1911.41,0,Transfer,0
T01168,2023-05-04,B001,C0755,P047,8,2033.85,15,Transfer,0
T01169,2024-11-04,B003,C0361,P028,8,795.05,0,Card,1
T01170,2024-10-20,B002,C0052,P045,7,715.92,0,POS,0
T01171,2024-04-08,B002,C1183,P028,7,795.05,0,Card,0
T01172,2023-04-25,B003,C0127,P042,1,6521.08,0,Transfer,0
T01173,2024-07-03,B001,C0051,P060,6,1240.2,0,Cash,1
T01174,2024-05-10,B006,C0365,P047,3,2033.85,10,Transfer,0
T01175,2023-07-19,B001,C0872,P002,5,1911.41,0,Cash,0
T01176,2024-02-12,B005,C0178,P032,3,6891.12,0,POS,0
T01177,2023-12-23,B006,C0316,P034,7,5572.52,5,POS,0
T01178,2024-05-11,B002,C0705,P009,6,1122.17,0,Transfer,0
T01179,2024-11-30,B002,C0481,P010,3,5689.49,20,POS,0
T01180,2024-06-18,B005,C0357,P001,5,3761.86,0,Card,0
T01181,2023-08-16,B003,C0462,P009,4,1122.17,0,Cash,0
T01182,2024-04-25,B004,C0188,P059,1,3124.65,0,Card,1
T01183,2024-09-13,B004,C0248,P049,3,3948.07,0,POS,0
T01184,2024-05-18,B001,C0320,P026,2,3683.28,0,POS,0
T01185,2024-07-27,B006,C0375,P046,2,3472.28,0,Card,0
T01186,2024-03-21,B006,C0537,P035,5,2458.92,0,Card,0
T01187,2023-09-26,B002,C0298,P014,4,7065.75,0,POS,0
T01188,2024-12-02,B001,C0218,P049,5,3948.07,0,POS,0
T01189,2024-08-02,B002,C0378,P012,6,5665.44,0,Card,0
T01190,2023-12-14,B003,C0101,P058,7,6661.09,0,Card,0
T01191,2024-10-25,B001,C1089,P004,5,1904.03,0,Card,0
T01192,2023-01-07,B004,C0646,P015,5,2207.51,0,Transfer,0
T01193,2023-03-15,B002,C0790,P012,7,5665.44,0,Transfer,0
T01194,2024-04-29,B006,C0749,P025,2,3001.7,0,Transfer,0
T01195,2023-11-23,B003,C1165,P005,3,5061.89,0,Cash,0
T01196,2023-10-02,B001,C0159,P037,6,6315.84,0,Transfer,1
T01197,2023-04-04,B005,C0770,P038,4,869.92,0,Card,0
T01198,2023-07-09,B001,C0978,P052,1,3233.56,0,Cash,0
T01199,2023-06-12,B006,C0031,P005,8,5061.89,5,POS,0
T01200,2024-08-08,B002,C0881,P058,7,6661.09,0,Card,0
T01201,2024-06-19,B004,C0442,P005,3,5061.89,0,Card,0
T01202,2023-07-09,B002,C0897,P042,7,6521.08,0,Cash,0
T01203,2024-08-13,B005,C1096,P040,8,1208.6,0,Card,0
T01204,2023-08-01,B006,C1171,P058,5,6661.09,5,Card,0
T01205,2024-06-08,B006,C1185,P041,6,2259.73,5,POS,1
T01206,2023-03-12,B003,C0049,P050,6,3573.74,0,Card,0
T01207,2024-10-17,B004,C0582,P031,1,1094.3,0,Cash,0
T01208,2024-04-20,B004,C0628,P020,7,5897.54,0,Transfer,0
T01209,2023-11-13,B001,C0860,P053,4,854.75,0,Transfer,0
T01210,2023-09-21,B003,C0068,P002,7,1911.41,0,Transfer,0
T01211,2023-02-08,B005,C0791,P018,7,3043.9,0,Card,0
T01212,2024-10-12,B005,C0734,P009,7,1122.17,0,POS,1
T01213,2024-04-22,B006,C0017,P012,6,5665.44,0,POS,0
T01214,2024-11-21,B002,C0874,P020,4,5897.54,0,Transfer,0
T01215,2024-09-27,B005,C1168,P049,6,3948.07,0,Transfer,0
T01216,2024-03-21,B002,C0612,P022,5,1729.53,0,Transfer,0
T01217,2023-09-21,B001,C0626,P040,2,1208.6,0,POS,0
T01218,2024-12-30,B003,C0565,P038,8,869.92,0,Transfer,0
T01219,2024-06-22,B006,C1150,P011,3,6148.13,0,Transfer,0
T01220,2024-05-03,B006,C0448,P037,5,6315.84,10,Cash,0
T01221,2024-08-07,B004,C0265,P004,3,1904.03,20,Cash,0
T01222,2024-06-15,B003,C0395,P019,7,1686.53,0,Card,0
T01223,2023-05-09,B001,C0501,P001,1,3761.86,0,Card,0
T01224,2023-03-07,B002,C0458,P037,1,6315.84,0,POS,0
T01225,2023-04-20,B002,C0236,P014,8,7065.75,0,Card,0
T01226,2024-09-01,B004,C0390,P022,6,1729.53,0,Card,0
T01227,2024-03-16,B001,C1175,P040,4,1208.6,0,Transfer,0
T01228,2023-07-13,B003,C0671,P026,7,3683.28,0,Cash,0
T01229,2024-01-15,B001,C0420,P019,3,1686.53,20,POS,0
T01230,2023-02-04,B002,C0400,P020,8,5897.54,0,Transfer,0
T01231,2023-01-20,B003,C0476,P043,8,3000.55,0,Card,0
T01232,2024-11-04,B004,C1107,P054,1,1617.82,15,POS,0
T01233,2024-08-19,B001,C0314,P057,2,4455.9,0,Card,0
T01234,2024-04-21,B003,C0386,P003,5,3510.43,15,Cash,0
T01235,2024-01-11,B001,C0335,P011,5,6148.13,0,Transfer,0
T01236,2023-06-13,B002,,P009,3,1122.17,0,POS,1
T01237,2023-12-26,B005,C0221,P014,4,7065.75,0,POS,1
T01238,2024-02-23,B004,C0904,P005,2,5061.89,0,Card,0
T01239,2023-01-11,B004,C0875,P010,8,5689.49,0,Transfer,0
T01240,2023-02-28,B002,C0570,P042,6,6521.08,5,POS,0
T01241,2024-07-23,B003,C0999,P011,4,6148.13,15,POS,1
T01242,2024-04-14,B001,C1191,P052,1,3233.56,10,POS,0
T01243,2023-02-23,B003,C0120,P029,7,1994.98,0,Transfer,0
T01244,2023-04-15,B004,C1015,P021,5,933.6,0,POS,0
T01245,2024-01-04,B006,C1110,P015,8,2207.51,20,POS,0
T01246,2023-03-07,B002,C0319,P021,1,933.6,0,Transfer,0
T01247,2023-10-16,B006,C0522,P059,3,3124.65,0,Card,0
T01248,2024-08-10,B001,C0382,P007,3,4480.14,5,Cash,0
T01249,2023-02-12,B002,C0710,P045,7,715.92,0,Cash,0
T01250,2023-03-17,B004,C0102,P056,8,5881.78,0,Cash,0
T01251,2024-09-04,B002,C0722,P007,5,4480.14,0,POS,0
T01252,2023-04-23,B004,C0209,P012,3,5665.44,20,Card,0
T01253,2024-07-24,B004,C0373,P011,1,6148.13,0,Transfer,0
T01254,2023-06-30,B004,C0657,P044,5,5834.51,0,Card,0
T01255,2023-07-19,B006,C0004,P045,4,715.92,15,Transfer,0
T01256,2023-01-19,B003,C1029,P054,8,1617.82,0,Transfer,1
T01257,2023-06-20,B001,C0767,P040,7,1208.6,0,Transfer,1
T01258,2023-11-17,B002,C0918,P032,5,6891.12,0,POS,0
T01259,2023-08-03,B002,C0649,P027,4,4599.07,0,Card,0
T01260,2023-06-24,B002,C0735,P037,3,6315.84,5,Card,0
T01261,2024-09-11,B002,C0057,P042,6,6521.08,0,POS,0
T01262,2023-03-15,B003,C0841,P014,1,7065.75,15,Transfer,0
T01263,2024-02-16,B002,C0893,P016,8,2473.88,0,POS,0
T01264,2024-09-29,B006,C0608,P043,3,3000.55,20,Cash,0
T01265,2024-06-10,B001,C1129,P022,2,1729.53,5,POS,0
T01266,2023-02-11,B001,C0559,P037,4,6315.84,0,POS,1
T01267,2023-07-01,B002,C0194,P054,3,1617.82,0,Transfer,0
T01268,2023-04-26,B006,C0763,P035,3,2458.92,0,Card,0
T01269,2023-11-02,B001,C0213,P049,2,3948.07,0,Transfer,0
T01270,2023-11-13,B003,C0274,P054,1,1617.82,20,POS,0
T01271,2024-05-24,B004,C1075,P031,4,1094.3,0,Transfer,0
T01272,2024-10-15,B004,C0578,P056,7,5881.78,0,Cash,0
T01273,2023-08-11,B003,C0370,P008,3,5982.04,0,Card,0
T01274,2023-07-17,B002,C0036,P020,2,5897.54,10,Transfer,0
T01275,2023-04-26,B003,C0995,P033,2,5086.1,20,POS,0
T01276,2024-09-16,B005,C0569,P037,2,6315.84,0,POS,0
T01277,2023-02-28,B002,C0885,P028,7,795.05,10,Cash,1
T01278,2023-07-21,B006,,P035,6,2458.92,20,POS,0
T01279,2024-10-08,B001,,P052,3,3233.56,0,POS,0
T01280,2024-12-05,B006,C0332,P060,7,1240.2,0,POS,0
T01281,2024-09-18,B001,C0123,P029,7,1994.98,0,Card,0
T01282,2024-03-22,B002,C0466,P012,4,5665.44,0,Card,0
T01283,2023-07-28,B002,C0991,P027,2,4599.07,0,Cash,0
T01284,2024-02-17,B002,C0815,P030,2,4633.39,0,Transfer,0
T01285,2023-03-18,B002,C0318,P043,3,3000.55,10,POS,1
T01286,2024-06-04,B006,C0459,P023,3,1904.97,0,Cash,0
T01287,2023-12-02,B004,C0988,P032,7,6891.12,5,Card,0
T01288,2024-08-18,B002,C0013,P041,2,2259.73,0,Transfer,0
T01289,2023-05-11,B004,C0911,P027,2,4599.07,0,Cash,0
T01290,2024-08-16,B005,C0506,P035,5,2458.92,0,Card,0
T01291,2023-06-04,B006,C0801,P025,6,3001.7,0,Card,0
T01292,2024-09-18,B003,C1178,P054,2,1617.82,20,POS,0
T01293,2024-08-02,B002,,P021,4,933.6,0,Card,0
T01294,2024-03-31,B006,C0611,P057,3,4455.9,0,Cash,0
T01295,2023-05-27,B005,C0844,P028,5,795.05,20,Card,0
T01296,2024-07-20,B005,C0937,P020,8,5897.54,0,Transfer,0
T01297,2023-10-19,B004,C0565,P005,4,5061.89,0,Transfer,0
T01298,2023-10-23,B004,C1063,P041,6,2259.73,5,Card,0
T01299,2023-01-29,B003,C0594,P021,1,933.6,0,POS,0
T01300,2024-02-08,B001,C0670,P011,2,6148.13,0,Cash,0
T01301,2024-04-14,B001,C0813,P026,5,3683.28,0,Cash,1
T01302,2023-10-05,B005,C0518,P023,2,1904.97,0,Cash,0
T01303,2024-07-22,B002,C0085,P022,8,1729.53,0,POS,0
T01304,2023-09-26,B006,C0218,P036,6,4069.74,0,POS,1
T01305,2024-04-02,B003,C0027,P004,1,1904.03,15,Card,0
T01306,2024-08-29,B005,C0729,P042,4,6521.08,15,Card,0
T01307,2024-08-01,B002,C0898,P035,5,2458.92,0,Cash,0
T01308,2023-01-20,B006,C0243,P034,8,5572.52,5,Cash,0
T01309,2024-03-13,B003,C0252,P004,4,1904.03,0,Transfer,0
T01310,2023-05-15,B005,C0089,P026,8,3683.28,0,Transfer,0
T01311,2024-02-15,B003,C0338,P020,1,5897.54,0,POS,0
T01312,2024-09-17,B005,C0894,P056,8,5881.78,20,POS,0
T01313,2023-05-08,B005,C0017,P022,4,1729.53,15,Card,0
T01314,2023-11-11,B004,C0797,P020,5,5897.54,0,Transfer,0
T01315,2024-03-23,B003,C0350,P007,4,4480.14,0,Transfer,1
T01316,2023-05-21,B003,C0683,P047,6,2033.85,10,Cash,1
T01317,2023-05-11,B006,C0379,P006,2,2976.68,0,Card,0
T01318,2023-05-27,B006,C0949,P032,3,6891.12,0,Transfer,0
T01319,2023-09-10,B005,C0710,P036,6,4069.74,0,Transfer,0
T01320,2024-08-21,B006,C0626,P011,6,6148.13,15,Cash,0
T01321,2024-12-01,B003,C0173,P029,2,1994.98,5,Cash,0
T01322,2023-09-22,B004,C0931,P020,5,5897.54,0,Transfer,0
T01323,2023-05-25,B003,C0898,P056,5,5881.78,20,Cash,0
T01324,2024-08-07,B004,C0409,P017,5,3768.61,0,POS,1
T01325,2024-06-06,B005,C0063,P015,4,2207.51,10,Card,1
T01326,2023-12-13,B002,C1068,P059,3,3124.65,0,Cash,0
T01327,2023-06-29,B005,C0140,P023,3,1904.97,0,Card,0
T01328,2024-07-22,B004,C0377,P021,2,933.6,0,Cash,0
T01329,2024-12-23,B006,C0436,P060,6,1240.2,0,Card,0
T01330,2023-02-21,B001,C1049,P037,2,6315.84,0,Card,0
T01331,2024-01-26,B004,C0180,P048,8,3348.29,0,Card,0
T01332,2024-02-12,B005,C0134,P020,4,5897.54,20,POS,0
T01333,2024-01-21,B006,C0881,P017,6,3768.61,5,Cash,0
T01334,2024-07-21,B003,C0983,P015,1,2207.51,0,POS,0
T01335,2023-12-11,B001,C0175,P035,7,2458.92,0,Transfer,0
T01336,2023-10-29,B004,C0568,P048,5,3348.29,0,Card,0
T01337,2024-07-28,B003,C1005,P022,6,1729.53,0,POS,0
T01338,2024-08-29,B001,C0367,P010,2,5689.49,0,Card,0
T01339,2024-11-09,B006,C0152,P053,3,854.75,0,POS,0
T01340,2024-04-07,B001,C0947,P001,6,3761.86,0,Transfer,0
T01341,2024-12-21,B001,C0545,P051,4,1053.72,0,POS,0
T01342,2024-06-19,B001,C0170,P012,4,5665.44,0,POS,0
T01343,2024-03-20,B005,C0234,P050,2,3573.74,0,Card,0
T01344,2024-12-06,B001,C0047,P048,3,3348.29,0,Card,0
T01345,2023-11-20,B002,C1148,P056,7,5881.78,0,POS,0
T01346,2023-04-02,B006,,P048,1,3348.29,0,Card,0
T01347,2024-11-15,B003,C0400,P009,7,1122.17,5,Cash,0
T01348,2023-03-23,B001,C0510,P055,3,1536.44,0,Card,0
T01349,2023-11-19,B003,C0249,P016,7,2473.88,5,Transfer,0
T01350,2024-05-29,B006,C0252,P003,5,3510.43,0,POS,0
T01351,2023-07-31,B004,C0143,P058,6,6661.09,0,Card,0
T01352,2023-05-24,B004,C0162,P014,6,7065.75,0,Card,0
T01353,2023-09-05,B005,C0124,P046,1,3472.28,0,Transfer,0
T01354,2024-03-16,B001,C0752,P041,5,2259.73,0,POS,1
T01355,2024-01-31,B004,C0491,P038,8,869.92,0,Transfer,0
T01356,2023-04-14,B004,C0595,P016,7,2473.88,0,Cash,0
T01357,2023-09-03,B004,C0996,P012,8,5665.44,10,Card,0
T01358,2024-02-24,B001,C0703,P059,4,3124.65,0,Cash,0
T01359,2023-03-12,B006,C0845,P005,1,5061.89,0,Card,0
T01360,2023-07-29,B003,C1097,P056,5,5881.78,0,Transfer,1
T01361,2023-05-08,B001,C0387,P043,1,3000.55,10,Cash,0
T01362,2023-08-02,B004,C0276,P060,2,1240.2,0,Transfer,0
T01363,2024-06-25,B005,C0471,P038,6,869.92,0,Cash,0
T01364,2023-02-15,B004,C1015,P026,5,3683.28,0,Cash,0
T01365,2024-07-03,B003,C1043,P030,5,4633.39,0,Transfer,0
T01366,2024-12-04,B006,C0930,P009,8,1122.17,15,POS,1
T01367,2024-07-20,B005,C0246,P051,2,1053.72,0,Transfer,0
T01368,2023-02-05,B002,C0625,P014,2,7065.75,0,POS,0
T01369,2024-01-03,B005,C0456,P047,4,2033.85,15,Card,0
T01370,2023-04-07,B002,C0018,P039,1,5318.82,0,Cash,0
T01371,2024-06-08,B006,C0859,P002,3,1911.41,0,Card,0
T01372,2023-06-20,B001,C0537,P005,3,5061.89,0,POS,0
T01373,2024-10-30,B003,C0923,P030,3,4633.39,15,Cash,1
T01374,2024-05-21,B006,C0558,P007,4,4480.14,15,POS,0
T01375,2023-03-02,B005,C0989,P046,5,3472.28,10,POS,0
T01376,2024-04-21,B001,C1143,P031,3,1094.3,0,Transfer,0
T01377,2023-07-29,B002,C0364,P024,2,2082.58,0,Transfer,0
T01378,2023-01-15,B003,C0439,P012,7,5665.44,5,Cash,0
T01379,2024-03-17,B001,C0782,P014,1,7065.75,0,POS,0
T01380,2024-10-30,B002,C0115,P060,3,1240.2,0,Cash,0
T01381,2023-08-31,B004,C0849,P047,3,2033.85,15,POS,0
T01382,2023-02-01,B001,C0695,P030,8,4633.39,0,Cash,1
T01383,2023-05-20,B003,C1154,P001,1,3761.86,0,POS,0
T01384,2023-02-05,B006,C0925,P011,3,6148.13,10,Card,0
T01385,2024-04-28,B001,C0799,P032,3,6891.12,5,Transfer,0
T01386,2023-10-14,B006,C0835,P051,2,1053.72,0,Cash,0
T01387,2023-03-12,B004,C0013,P030,5,4633.39,0,Card,1
T01388,2023-08-19,B003,,P055,3,1536.44,10,Cash,0
T01389,2023-12-12,B002,C0553,P049,2,3948.07,5,Transfer,0
T01390,2024-04-30,B002,C0770,P040,1,1208.6,10,Card,0
T01391,2023-04-07,B002,C0268,P031,7,1094.3,20,Transfer,0
T01392,2024-11-24,B002,C0554,P023,6,1904.97,0,Transfer,0
T01393,2023-04-19,B001,C1178,P043,2,3000.55,0,Cash,0
T01394,2024-02-19,B006,C0585,P047,7,2033.85,0,Card,0
T01395,2024-06-10,B006,C0863,P009,4,1122.17,0,Cash,0
T01396,2023-10-03,B003,C0935,P017,1,3768.61,0,POS,0
T01397,2023-04-01,B005,C0225,P037,1,6315.84,0,POS,1
T01398,2023-02-21,B004,C1170,P048,4,3348.29,0,POS,0
T01399,2023-08-24,B003,C1107,P018,7,3043.9,0,Cash,0
T01400,2024-08-10,B005,,P021,5,933.6,0,POS,0
T01401,2023-03-09,B002,C0409,P048,8,3348.29,0,POS,0
T01402,2023-12-01,B002,C0447,P001,1,3761.86,20,POS,0
T01403,2024-02-17,B004,C0491,P038,2,869.92,0,Cash,0
T01404,2024-08-04,B001,C0249,P017,2,3768.61,0,Cash,1
T01405,2023-04-05,B004,C1163,P049,3,3948.07,0,POS,0
T01406,2024-04-12,B006,C1192,P044,8,5834.51,0,Cash,0
T01407,2023-12-20,B005,C0169,P055,7,1536.44,0,Transfer,0
T01408,2023-01-24,B005,C1055,P018,4,3043.9,0,Cash,0
T01409,2023-09-08,B004,C0169,P060,2,1240.2,0,Cash,0
T01410,2024-07-22,B006,C0757,P045,5,715.92,0,POS,0
T01411,2023-11-13,B002,C0038,P013,5,1415.33,0,Cash,1
T01412,2023-09-02,B003,C0846,P027,1,4599.07,0,Card,0
T01413,2023-09-14,B003,C1192,P057,5,4455.9,0,Card,0
T01414,2023-04-08,B001,C1128,P009,5,1122.17,0,Cash,0
T01415,2024-07-06,B001,C1039,P010,3,5689.49,0,Card,0
T01416,2023-01-02,B002,C0801,P010,1,5689.49,0,Cash,0
T01417,2023-05-20,B004,C0466,P051,6,1053.72,0,POS,0
T01418,2023-08-16,B003,C0931,P002,1,1911.41,0,POS,0
T01419,2024-07-27,B002,C1130,P045,6,715.92,5,Card,0
T01420,2024-10-08,B003,C0709,P037,1,6315.84,0,Card,0
T01421,2024-04-20,B005,C0355,P015,1,2207.51,0,Card,1
T01422,2024-07-29,B002,C1070,P010,8,5689.49,5,POS,0
T01423,2024-08-04,B006,C0875,P005,6,5061.89,5,Transfer,0
T01424,2023-01-12,B004,C0880,P028,6,795.05,0,Transfer,0
T01425,2023-11-09,B006,C0364,P058,3,6661.09,0,Card,0
T01426,2023-11-04,B004,C0052,P007,2,4480.14,0,Cash,0
T01427,2024-10-02,B002,C0634,P032,3,6891.12,0,Transfer,0
T01428,2024-05-17,B004,C1096,P011,3,6148.13,0,Cash,0
T01429,2024-04-14,B006,C0376,P026,8,3683.28,0,Card,0
T01430,2024-02-01,B003,C0820,P010,3,5689.49,0,Cash,0
T01431,2024-03-28,B004,C1118,P029,5,1994.98,0,Transfer,0
T01432,2024-11-09,B002,C1185,P004,4,1904.03,0,Cash,0
T01433,2024-06-06,B003,C1026,P037,8,6315.84,0,POS,0
T01434,2023-10-06,B002,C0630,P004,5,1904.03,0,Card,0
T01435,2023-06-04,B001,C0689,P051,7,1053.72,0,Transfer,0
T01436,2023-06-26,B001,C0819,P043,5,3000.55,0,Cash,0
T01437,2024-12-09,B004,C0401,P035,2,2458.92,0,Card,0
T01438,2024-03-15,B002,C0629,P015,6,2207.51,0,Transfer,0
T01439,2023-07-03,B006,C0133,P034,5,5572.52,0,Card,0
T01440,2024-02-19,B003,C0038,P023,2,1904.97,0,Cash,0
T01441,2024-01-15,B003,C0402,P043,5,3000.55,10,POS,0
T01442,2024-02-16,B001,C0637,P040,7,1208.6,10,Card,0
T01443,2024-10-19,B005,C0789,P004,1,1904.03,5,POS,0
T01444,2024-08-29,B005,C0102,P006,2,2976.68,0,Cash,0
T01445,2024-05-01,B001,C0493,P007,8,4480.14,0,Card,0
T01446,2023-02-16,B006,C0215,P057,7,4455.9,0,POS,0
T01447,2024-12-15,B005,C0105,P047,5,2033.85,15,Card,0
T01448,2024-01-09,B001,C0247,P005,4,5061.89,0,Transfer,0
T01449,2023-12-08,B001,,P060,3,1240.2,0,Card,0
T01450,2023-05-21,B004,C0116,P046,4,3472.28,0,Card,0
T01451,2024-12-02,B001,C0963,P054,3,1617.82,10,Card,0
T01452,2023-05-04,B005,C0406,P032,6,6891.12,0,Cash,0
T01453,2023-04-19,B001,C0373,P052,5,3233.56,0,Transfer,0
T01454,2024-05-27,B001,C0031,P011,5,6148.13,0,Transfer,0
T01455,2023-08-07,B004,C0382,P011,2,6148.13,0,Cash,0
T01456,2024-11-15,B004,C1130,P023,8,1904.97,0,Card,1
T01457,2024-11-29,B006,C0731,P005,7,5061.89,0,Cash,0
T01458,2024-01-09,B006,C0291,P006,6,2976.68,5,Card,0
T01459,2024-02-02,B001,C0010,P031,1,1094.3,15,Cash,0
T01460,2024-10-26,B005,C0529,P058,3,6661.09,0,POS,0
T01461,2024-09-26,B005,C0455,P037,3,6315.84,0,Transfer,0
T01462,2023-01-11,B003,C0220,P048,7,3348.29,0,Cash,0
T01463,2023-08-23,B001,C0302,P007,6,4480.14,0,Card,0
T01464,2024-07-17,B004,C0596,P026,4,3683.28,0,Transfer,0
T01465,2023-04-06,B001,C0668,P002,2,1911.41,0,Transfer,0
T01466,2023-06-09,B004,C1036,P053,7,854.75,0,Cash,0
T01467,2023-12-21,B006,C0228,P009,2,1122.17,0,Card,0
T01468,2023-08-28,B005,C0763,P049,8,3948.07,0,Transfer,0
T01469,2024-10-16,B001,C0946,P011,4,6148.13,0,Cash,0
T01470,2024-03-21,B006,C0758,P050,5,3573.74,0,Card,0
T01471,2023-03-08,B004,C0209,P002,8,1911.41,20,Cash,0
T01472,2024-10-29,B004,C1089,P042,4,6521.08,0,Cash,0
T01473,2023-11-11,B002,C1086,P002,3,1911.41,0,Transfer,0
T01474,2024-05-30,B003,C0941,P043,3,3000.55,0,POS,0
T01475,2024-02-08,B006,C1082,P026,3,3683.28,0,POS,0
T01476,2023-02-16,B004,C0854,P028,5,795.05,20,Card,0
T01477,2023-03-11,B006,C0423,P022,4,1729.53,0,Card,0
T01478,2024-01-02,B005,C0257,P014,7,7065.75,0,Card,0
T01479,2024-11-18,B006,C0062,P052,5,3233.56,0,Card,0
T01480,2023-02-28,B006,C0686,P050,6,3573.74,0,Transfer,1
T01481,2024-12-03,B005,C0297,P031,4,1094.3,0,Cash,0
T01482,2024-04-05,B004,C0528,P050,1,3573.74,0,Transfer,0
T01483,2024-04-30,B005,C0949,P032,6,6891.12,0,POS,0
T01484,2024-12-25,B001,C0495,P054,5,1617.82,10,Card,0
T01485,2023-05-14,B004,C0423,P012,1,5665.44,0,POS,0
T01486,2023-04-16,B001,C0154,P054,8,1617.82,0,Card,0
T01487,2024-05-18,B001,C0867,P011,1,6148.13,0,POS,0
T01488,2023-04-27,B003,C0550,P054,7,1617.82,0,POS,1
T01489,2023-04-17,B004,C1185,P001,4,3761.86,0,POS,0
T01490,2024-02-28,B005,C1126,P001,2,3761.86,0,Transfer,0
T01491,2024-05-22,B001,C0125,P028,1,795.05,0,Card,0
T01492,2023-01-20,B002,C0165,P026,4,3683.28,0,Cash,0
T01493,2023-02-03,B003,C1195,P013,4,1415.33,20,POS,0
T01494,2024-08-14,B002,C0232,P056,8,5881.78,15,Card,0
T01495,2024-07-22,B001,C1106,P015,1,2207.51,0,Transfer,0
T01496,2024-12-09,B006,C1127,P021,2,933.6,0,POS,0
T01497,2024-04-18,B006,C0324,P049,8,3948.07,5,POS,0
T01498,2024-02-01,B002,C0713,P042,1,6521.08,0,Card,1
T01499,2024-03-05,B004,C0810,P042,6,6521.08,0,Card,0
